area;ciudad;conglomerado;panelm;vivienda;hogar;c01;c02;c03;c04a;c05a;c05b;c06a;c06b;c07;c08a;c09;c10;c11;c12;c13;c14;c15a;c16a;c17a;c18;c19;c20a;c21a;estrato;upm;id_vivienda;id_hogar;fexp;periodo
2;030750;900701;009;05;1;3;3;3;3;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0321;030750900701;03075090070100905;030750900701009051;57,0815915113582;201909
2;030750;900701;009;06;1;2;2;2;2;2;3;3;3;1;1;3;3;1;1;3;3;2;2;2;3;3;3;2;0321;030750900701;03075090070100906;030750900701009061;57,0815915113582;201909
2;030750;900701;009;07;1;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0321;030750900701;03075090070100907;030750900701009071;57,0815915113582;201909
2;030750;900701;009;09;1;1;2;3;3;3;1;3;1;2;2;3;3;3;3;3;3;2;2;2;1;1;3;3;0321;030750900701;03075090070100909;030750900701009091;57,0815915113582;201909
2;030750;901101;009;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0321;030750901101;03075090110100901;030750901101009011;217,569904736269;201909
2;030750;901101;009;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0321;030750901101;03075090110100902;030750901101009021;217,569904736269;201909
2;030750;901101;009;03;1;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;0321;030750901101;03075090110100903;030750901101009031;217,569904736269;201909
2;030750;901101;009;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0321;030750901101;03075090110100904;030750901101009041;217,569904736269;201909
2;030750;901101;009;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0321;030750901101;03075090110100905;030750901101009051;217,569904736269;201909
2;030750;901101;009;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0321;030750901101;03075090110100906;030750901101009061;217,569904736269;201909
2;030750;901101;009;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;0321;030750901101;03075090110100907;030750901101009071;217,569904736269;201909
1;040150;001901;099;01;1;3;2;1;1;1;2;1;2;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0413;040150001901;04015000190109901;040150001901099011;190,436629590911;201909
1;040150;001901;099;02;1;3;3;2;2;2;3;2;3;1;1;3;3;3;3;3;3;2;2;1;3;3;3;3;0413;040150001901;04015000190109902;040150001901099021;190,436629590911;201909
1;040150;001901;099;03;1;2;2;2;2;3;2;3;2;2;2;3;3;2;2;3;3;2;2;2;2;2;2;2;0413;040150001901;04015000190109903;040150001901099031;190,436629590911;201909
1;040150;001901;099;05;1;2;2;2;2;3;2;3;2;2;2;3;3;1;3;2;2;2;2;2;2;2;2;2;0413;040150001901;04015000190109905;040150001901099051;190,436629590911;201909
1;040150;001901;099;07;1;3;3;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0413;040150001901;04015000190109907;040150001901099071;190,436629590911;201909
1;040150;001901;099;08;1;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;3;3;0413;040150001901;04015000190109908;040150001901099081;190,436629590911;201909
1;040150;001901;099;09;1;2;2;2;1;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;3;3;0413;040150001901;04015000190109909;040150001901099091;190,436629590911;201909
1;040150;003902;009;01;1;2;2;2;2;3;1;3;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0412;040150003902;04015000390200901;040150003902009011;337,088601744093;201909
1;040150;003902;009;03;1;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;0412;040150003902;04015000390200903;040150003902009031;337,088601744093;201909
1;040150;003902;009;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;3;3;3;0412;040150003902;04015000390200904;040150003902009041;337,088601744093;201909
1;040150;003902;009;05;1;2;2;3;2;3;3;3;3;2;2;1;1;2;2;3;3;1;2;2;3;3;3;3;0412;040150003902;04015000390200905;040150003902009051;337,088601744093;201909
1;040150;003902;009;06;1;1;1;2;2;2;2;2;2;3;2;3;2;2;2;3;3;2;2;2;1;1;2;2;0412;040150003902;04015000390200906;040150003902009061;337,088601744093;201909
1;040150;003902;009;07;1;1;1;2;2;2;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;3;3;3;0412;040150003902;04015000390200907;040150003902009071;337,088601744093;201909
1;040150;003902;009;09;1;3;3;3;3;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0412;040150003902;04015000390200909;040150003902009091;337,088601744093;201909
1;040150;008301;012;01;1;1;1;3;1;3;2;3;2;1;1;3;2;2;2;3;2;2;2;2;3;3;3;3;0413;040150008301;04015000830101201;040150008301012011;703,511755680138;201909
1;040150;008301;012;02;1;2;2;2;2;2;2;2;2;2;2;1;2;3;1;2;1;2;2;2;2;2;2;2;0413;040150008301;04015000830101202;040150008301012021;703,511755680138;201909
1;040150;008301;012;03;1;2;2;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;3;3;3;3;0413;040150008301;04015000830101203;040150008301012031;703,511755680138;201909
1;040150;008301;012;04;1;2;2;2;1;3;2;3;1;2;2;3;3;2;1;2;2;2;2;2;3;3;3;3;0413;040150008301;04015000830101204;040150008301012041;703,511755680138;201909
1;040150;008301;012;05;1;2;3;2;1;3;2;3;2;2;2;3;2;2;2;3;3;2;2;2;2;3;3;3;0413;040150008301;04015000830101205;040150008301012051;703,511755680138;201909
1;040150;008301;012;06;1;2;2;1;1;2;1;2;2;2;2;2;2;3;3;2;2;2;2;2;2;3;3;3;0413;040150008301;04015000830101206;040150008301012061;703,511755680138;201909
1;040150;008301;012;07;1;2;2;2;2;3;2;3;2;1;2;3;3;1;1;3;2;2;2;2;2;2;3;3;0413;040150008301;04015000830101207;040150008301012071;703,511755680138;201909
1;040150;008502;099;01;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;0413;040150008502;04015000850209901;040150008502099011;285,884482347554;201909
1;040150;008502;099;02;1;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;0413;040150008502;04015000850209902;040150008502099021;285,884482347554;201909
1;040150;008502;099;03;1;2;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;0413;040150008502;04015000850209903;040150008502099031;285,884482347554;201909
1;040150;008502;099;05;1;3;3;2;2;3;2;3;2;2;2;3;3;2;2;3;3;2;2;2;3;3;3;3;0413;040150008502;04015000850209905;040150008502099051;285,884482347554;201909
1;040150;008502;099;06;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0413;040150008502;04015000850209906;040150008502099061;285,884482347554;201909
1;040150;008502;099;07;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0413;040150008502;04015000850209907;040150008502099071;285,884482347554;201909
1;040150;008502;099;08;1;1;1;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;3;3;0413;040150008502;04015000850209908;040150008502099081;285,884482347554;201909
1;040150;010304;099;01;1;2;2;2;2;3;2;2;2;2;1;3;3;3;3;3;3;2;2;2;2;2;3;3;0413;040150010304;04015001030409901;040150010304099011;299,435810382937;201909
1;040150;010304;099;02;1;2;2;1;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0413;040150010304;04015001030409902;040150010304099021;299,435810382937;201909
1;040150;010304;099;03;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0413;040150010304;04015001030409903;040150010304099031;299,435810382937;201909
1;040150;010304;099;04;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;2;2;2;1;1;3;3;0413;040150010304;04015001030409904;040150010304099041;299,435810382937;201909
1;040150;010304;099;05;1;2;2;2;2;3;2;3;2;2;2;3;3;2;2;2;2;2;2;2;3;2;3;3;0413;040150010304;04015001030409905;040150010304099051;299,435810382937;201909
1;040150;010304;099;06;1;3;3;1;1;3;2;3;2;1;1;3;3;1;3;3;3;2;2;2;3;3;3;3;0413;040150010304;04015001030409906;040150010304099061;299,435810382937;201909
1;040150;010304;099;07;1;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3;3;2;2;2;2;2;1;2;0413;040150010304;04015001030409907;040150010304099071;299,435810382937;201909
1;040153;000501;099;01;1;2;2;2;2;2;2;2;2;2;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0411;040153000501;04015300050109901;040153000501099011;219,351611083986;201909
1;040153;000501;099;02;1;2;1;2;1;3;1;3;1;2;3;3;3;2;1;2;1;2;2;2;2;3;2;3;0411;040153000501;04015300050109902;040153000501099021;219,351611083986;201909
1;040153;000501;099;03;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;3;3;2;2;2;2;2;3;3;0411;040153000501;04015300050109903;040153000501099031;219,351611083986;201909
1;040153;000501;099;04;1;3;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0411;040153000501;04015300050109904;040153000501099041;219,351611083986;201909
1;040153;000501;099;05;1;2;1;2;2;3;2;3;2;2;2;3;3;1;3;3;3;2;2;2;3;3;3;3;0411;040153000501;04015300050109905;040153000501099051;219,351611083986;201909
1;040153;000501;099;06;1;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;2;2;2;3;3;3;3;0411;040153000501;04015300050109906;040153000501099061;219,351611083986;201909
1;040153;000501;099;07;1;2;3;1;2;1;2;3;2;3;2;2;2;1;1;2;1;2;2;2;2;2;3;3;0411;040153000501;04015300050109907;040153000501099071;219,351611083986;201909
2;040153;901203;012;01;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;0421;040153901203;04015390120301201;040153901203012011;100,930385116122;201909
2;040153;901203;012;02;1;2;2;3;3;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;2;2;3;3;0421;040153901203;04015390120301202;040153901203012021;100,930385116122;201909
2;040153;901203;012;03;1;2;2;3;3;3;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;0421;040153901203;04015390120301203;040153901203012031;100,930385116122;201909
2;040153;901203;012;04;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;0421;040153901203;04015390120301204;040153901203012041;100,930385116122;201909
2;040153;901203;012;05;1;3;1;3;1;3;2;2;3;2;2;3;3;2;2;3;3;2;2;2;2;2;2;2;0421;040153901203;04015390120301205;040153901203012051;100,930385116122;201909
2;040153;901203;012;06;1;3;2;2;2;3;2;3;2;1;3;3;3;2;2;3;1;2;2;2;3;3;2;2;0421;040153901203;04015390120301206;040153901203012061;100,930385116122;201909
2;040153;901203;012;07;1;2;2;2;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;0421;040153901203;04015390120301207;040153901203012071;100,930385116122;201909
2;040154;000101;099;01;1;2;2;1;1;2;1;2;1;2;2;3;3;3;3;3;3;2;2;2;3;3;2;2;0423;040154000101;04015400010109901;040154000101099011;519,506007122809;201909
2;040154;000101;099;02;1;2;3;2;2;3;2;3;2;2;2;3;3;2;2;3;2;2;2;2;3;3;3;3;0423;040154000101;04015400010109902;040154000101099021;519,506007122809;201909
2;040154;000101;099;04;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;0423;040154000101;04015400010109904;040154000101099041;519,506007122809;201909
2;040154;000101;099;05;1;2;2;1;2;3;2;3;2;1;1;3;3;3;2;3;3;2;2;2;3;3;3;3;0423;040154000101;04015400010109905;040154000101099051;519,506007122809;201909
2;040154;000101;099;06;1;3;1;3;1;3;2;3;2;2;2;3;3;3;3;3;3;2;2;1;3;3;3;3;0423;040154000101;04015400010109906;040154000101099061;519,506007122809;201909
2;040154;000101;099;07;1;2;1;2;2;3;2;3;2;2;2;3;3;3;1;3;1;1;2;1;2;2;3;3;0423;040154000101;04015400010109907;040154000101099071;519,506007122809;201909
2;040154;000101;099;09;1;2;2;2;2;3;2;3;3;2;2;3;3;3;3;3;3;2;2;2;2;3;3;3;0423;040154000101;04015400010109909;040154000101099091;519,506007122809;201909
2;040154;900101;099;01;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;0421;040154900101;04015490010109901;040154900101099011;145,030503266739;201909
2;040154;900101;099;02;1;2;2;2;2;3;2;3;2;2;2;2;3;3;1;3;3;2;2;2;3;2;3;2;0421;040154900101;04015490010109902;040154900101099021;145,030503266739;201909
2;040154;900101;099;03;1;3;3;3;3;3;3;2;2;3;2;2;1;2;2;3;1;2;1;1;1;1;3;1;0421;040154900101;04015490010109903;040154900101099031;145,030503266739;201909
2;040154;900101;099;04;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;0421;040154900101;04015490010109904;040154900101099041;145,030503266739;201909
2;040154;900101;099;05;1;3;1;3;3;3;2;3;2;2;2;2;3;3;3;3;3;2;2;2;3;3;3;3;0421;040154900101;04015490010109905;040154900101099051;145,030503266739;201909
2;040154;900101;099;06;1;2;2;3;2;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;0421;040154900101;04015490010109906;040154900101099061;145,030503266739;201909
2;040154;900101;099;06;2;2;2;2;2;3;2;3;2;2;2;3;3;1;1;3;3;2;2;2;2;2;2;2;0421;040154900101;04015490010109906;040154900101099062;145,030503266739;201909
2;040154;900101;099;07;1;1;2;2;2;3;2;3;2;2;2;2;3;3;3;2;3;2;2;2;3;2;2;2;0421;040154900101;04015490010109907;040154900101099071;145,030503266739;201909
2;040154;900104;012;01;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;2;2;2;0421;040154900104;04015490010401201;040154900104012011;48,1309000551881;201909
2;040154;900104;012;02;1;1;1;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;0421;040154900104;04015490010401202;040154900104012021;48,1309000551881;201909
2;040154;900104;012;03;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;1;0421;040154900104;04015490010401203;040154900104012031;48,1309000551881;201909
2;040154;900104;012;05;1;2;2;3;2;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;2;0421;040154900104;04015490010401205;040154900104012051;48,1309000551881;201909
2;040154;900104;012;07;1;2;2;2;2;2;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0421;040154900104;04015490010401207;040154900104012071;48,1309000551881;201909
2;040154;900104;012;08;1;3;2;3;2;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0421;040154900104;04015490010401208;040154900104012081;48,1309000551881;201909
2;040154;900104;012;09;1;3;3;2;2;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0421;040154900104;04015490010401209;040154900104012091;48,1309000551881;201909
2;040154;900203;009;01;1;3;1;3;1;3;1;3;2;2;2;3;3;2;2;3;3;2;2;2;3;3;2;2;0422;040154900203;04015490020300901;040154900203009011;201,377751970068;201909
2;040154;900203;009;02;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;0422;040154900203;04015490020300902;040154900203009021;201,377751970068;201909
2;040154;900203;009;03;1;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;2;2;2;3;3;3;3;0422;040154900203;04015490020300903;040154900203009031;201,377751970068;201909
2;040154;900203;009;04;1;2;2;2;2;3;2;3;2;2;2;3;3;2;3;3;3;2;2;2;2;2;3;3;0422;040154900203;04015490020300904;040154900203009041;201,377751970068;201909
2;040154;900203;009;05;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;3;3;0422;040154900203;04015490020300905;040154900203009051;201,377751970068;201909
2;040154;900203;009;06;1;3;2;3;3;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0422;040154900203;04015490020300906;040154900203009061;201,377751970068;201909
2;040154;900203;009;07;1;3;3;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0422;040154900203;04015490020300907;040154900203009071;201,377751970068;201909
1;040250;000302;012;01;1;2;2;2;2;3;1;3;2;3;3;3;3;2;2;3;3;2;2;2;2;3;3;2;0411;040250000302;04025000030201201;040250000302012011;381,243992222233;201909
1;040250;000302;012;02;1;2;3;3;3;3;2;3;2;1;2;3;3;3;3;3;3;2;2;1;3;3;3;3;0411;040250000302;04025000030201202;040250000302012021;381,243992222233;201909
1;040250;000302;012;03;1;3;2;2;3;3;2;3;2;1;1;3;3;1;3;3;3;2;2;2;2;2;3;3;0411;040250000302;04025000030201203;040250000302012031;381,243992222233;201909
1;040250;000302;012;04;1;2;3;1;1;3;2;3;1;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0411;040250000302;04025000030201204;040250000302012041;381,243992222233;201909
1;040250;000302;012;05;1;3;3;1;1;2;1;2;1;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0411;040250000302;04025000030201205;040250000302012051;381,243992222233;201909
1;040250;000302;012;06;1;2;2;2;2;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0411;040250000302;04025000030201206;040250000302012061;381,243992222233;201909
1;040250;000302;012;07;1;1;2;1;1;3;2;3;2;1;1;2;2;1;3;3;3;2;2;2;2;2;3;3;0411;040250000302;04025000030201207;040250000302012071;381,243992222233;201909
2;040250;900301;099;02;1;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3;3;2;2;2;3;3;3;3;0421;040250900301;04025090030109902;040250900301099021;45,8627952594993;201909
2;040250;900301;099;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;3;3;3;3;0421;040250900301;04025090030109903;040250900301099031;45,8627952594993;201909
2;040250;900301;099;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0421;040250900301;04025090030109904;040250900301099041;45,8627952594993;201909
2;040250;900301;099;05;1;2;3;2;2;2;2;2;2;2;2;2;3;3;2;2;3;2;2;2;3;3;2;3;0421;040250900301;04025090030109905;040250900301099051;45,8627952594993;201909
2;040250;900301;099;06;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0421;040250900301;04025090030109906;040250900301099061;45,8627952594993;201909
2;040250;900301;099;07;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0421;040250900301;04025090030109907;040250900301099071;45,8627952594993;201909
2;040250;900301;099;09;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0421;040250900301;04025090030109909;040250900301099091;45,8627952594993;201909
2;040251;000102;009;01;1;2;2;2;2;3;2;3;2;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0421;040251000102;04025100010200901;040251000102009011;57,5626845420562;201909
2;040251;000102;009;02;1;2;2;3;3;3;3;3;2;2;3;3;3;3;3;3;2;2;2;2;3;3;3;3;0421;040251000102;04025100010200902;040251000102009021;57,5626845420562;201909
2;040251;000102;009;03;1;2;2;2;2;3;2;3;2;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0421;040251000102;04025100010200903;040251000102009031;57,5626845420562;201909
2;040251;000102;009;04;1;2;1;2;2;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;0421;040251000102;04025100010200904;040251000102009041;57,5626845420562;201909
2;040251;000102;009;05;1;3;3;1;1;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0421;040251000102;04025100010200905;040251000102009051;57,5626845420562;201909
2;040251;000102;009;06;1;2;2;2;2;3;2;3;2;2;1;3;3;3;3;3;3;2;2;2;3;2;3;3;0421;040251000102;04025100010200906;040251000102009061;57,5626845420562;201909
2;040251;000102;009;07;1;3;3;2;2;3;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0421;040251000102;04025100010200907;040251000102009071;57,5626845420562;201909
2;040252;000102;009;01;1;3;1;2;2;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0423;040252000102;04025200010200901;040252000102009011;181,326935418685;201909
2;040252;000102;009;02;1;2;2;1;1;3;1;3;2;1;1;3;3;3;3;3;3;2;2;2;3;2;3;3;0423;040252000102;04025200010200902;040252000102009021;181,326935418685;201909
2;040252;000102;009;03;1;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;2;2;2;2;3;2;2;0423;040252000102;04025200010200903;040252000102009031;181,326935418685;201909
2;040252;000102;009;04;1;3;3;1;1;1;2;1;1;3;1;1;1;1;1;3;3;2;2;1;3;3;3;3;0423;040252000102;04025200010200904;040252000102009041;181,326935418685;201909
2;040252;000102;009;05;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0423;040252000102;04025200010200905;040252000102009051;181,326935418685;201909
2;040252;000102;009;06;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0423;040252000102;04025200010200906;040252000102009061;181,326935418685;201909
2;040252;000102;009;08;1;3;3;1;1;3;2;3;2;1;1;3;2;3;2;3;2;2;2;2;3;3;3;3;0423;040252000102;04025200010200908;040252000102009081;181,326935418685;201909
2;040254;000201;009;01;1;3;1;1;2;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;2;2;3;2;0422;040254000201;04025400020100901;040254000201009011;306,071400419062;201909
2;040254;000201;009;02;1;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0422;040254000201;04025400020100902;040254000201009021;306,071400419062;201909
2;040254;000201;009;03;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0422;040254000201;04025400020100903;040254000201009031;306,071400419062;201909
2;040254;000201;009;04;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0422;040254000201;04025400020100904;040254000201009041;306,071400419062;201909
2;040254;000201;009;05;1;2;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;2;2;3;3;0422;040254000201;04025400020100905;040254000201009051;306,071400419062;201909
2;040254;000201;009;06;1;3;3;1;1;3;2;3;2;1;1;3;2;3;2;3;3;2;2;2;3;3;3;3;0422;040254000201;04025400020100906;040254000201009061;306,071400419062;201909
2;040254;000201;009;07;1;2;2;2;2;3;2;3;2;3;3;3;3;2;2;3;3;2;2;2;3;3;3;3;0422;040254000201;04025400020100907;040254000201009071;306,071400419062;201909
2;040352;900604;099;01;1;2;2;2;2;2;2;2;2;2;2;3;3;2;3;3;2;2;2;2;3;3;3;3;0422;040352900604;04035290060409901;040352900604099011;50,1600668933686;201909
2;040352;900604;099;02;1;2;2;2;2;2;2;2;2;1;2;3;3;2;2;3;3;2;1;1;3;3;3;3;0422;040352900604;04035290060409902;040352900604099021;50,1600668933686;201909
2;040352;900604;099;03;1;3;2;2;2;2;2;2;2;2;2;3;3;2;2;2;1;2;2;1;2;2;3;3;0422;040352900604;04035290060409903;040352900604099031;50,1600668933686;201909
2;040352;900604;099;04;1;3;3;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;3;3;3;3;0422;040352900604;04035290060409904;040352900604099041;50,1600668933686;201909
2;040352;900604;099;05;1;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;1;2;1;1;2;2;3;3;0422;040352900604;04035290060409905;040352900604099051;50,1600668933686;201909
2;040352;900604;099;07;1;2;2;2;1;3;2;3;2;2;2;3;3;2;1;2;2;2;2;2;3;3;3;3;0422;040352900604;04035290060409907;040352900604099071;50,1600668933686;201909
2;040352;900604;099;08;1;3;1;3;2;3;3;2;2;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0422;040352900604;04035290060409908;040352900604099081;50,1600668933686;201909
2;040450;900502;009;01;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0422;040450900502;04045090050200901;040450900502009011;123,265017051842;201909
2;040450;900502;009;02;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0422;040450900502;04045090050200902;040450900502009021;123,265017051842;201909
2;040450;900502;009;03;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0422;040450900502;04045090050200903;040450900502009031;123,265017051842;201909
2;040450;900502;009;04;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0422;040450900502;04045090050200904;040450900502009041;123,265017051842;201909
2;040450;900502;009;05;1;2;2;2;2;3;2;3;2;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;0422;040450900502;04045090050200905;040450900502009051;123,265017051842;201909
2;040450;900502;009;06;1;3;3;1;1;3;2;3;2;1;2;3;2;3;2;3;2;2;2;2;3;3;2;3;0422;040450900502;04045090050200906;040450900502009061;123,265017051842;201909
2;040450;900502;009;07;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0422;040450900502;04045090050200907;040450900502009071;123,265017051842;201909
1;040550;000601;099;01;1;3;2;2;3;2;1;3;3;2;2;2;2;3;2;3;3;2;2;2;2;3;3;2;0411;040550000601;04055000060109901;040550000601099011;467,617014922328;201909
1;040550;000601;099;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0411;040550000601;04055000060109902;040550000601099021;467,617014922328;201909
1;040550;000601;099;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;0411;040550000601;04055000060109903;040550000601099031;467,617014922328;201909
1;040550;000601;099;04;1;2;2;1;2;2;2;2;2;2;2;2;1;2;3;2;2;2;2;2;1;2;2;1;0411;040550000601;04055000060109904;040550000601099041;467,617014922328;201909
1;040550;000601;099;05;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0411;040550000601;04055000060109905;040550000601099051;467,617014922328;201909
1;040550;000601;099;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0411;040550000601;04055000060109906;040550000601099061;467,617014922328;201909
1;040550;000601;099;07;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0411;040550000601;04055000060109907;040550000601099071;467,617014922328;201909
1;040550;001103;009;03;1;3;2;2;2;2;3;3;2;1;2;2;1;2;2;3;2;2;2;2;3;2;3;3;0411;040550001103;04055000110300903;040550001103009031;116,369425957643;201909
1;040550;001103;009;04;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;2;3;2;0411;040550001103;04055000110300904;040550001103009041;116,369425957643;201909
1;040550;001103;009;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0411;040550001103;04055000110300905;040550001103009051;116,369425957643;201909
1;040550;001103;009;06;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0411;040550001103;04055000110300906;040550001103009061;116,369425957643;201909
1;040550;001103;009;07;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;3;2;0411;040550001103;04055000110300907;040550001103009071;116,369425957643;201909
